consensus.cluster	chr	start	end	strand	tpm
13151	chr3R	18220198	18220296	-	729
13152	chr3R	18220682	18220748	-	558
13153	chr3R	18223466	18223534	-	991
13154	chr3R	18225671	18225699	-	169
13155	chr3R	18226007	18226106	-	1199
13156	chr3R	18242067	18242158	-	1874
13157	chr3R	18252740	18252782	-	519
13158	chr3R	18255418	18255488	-	5283
13159	chr3R	18274402	18274450	-	603
13160	chr3R	18283518	18283568	-	110
13161	chr3R	18288576	18288853	-	14420
13162	chr3R	18291637	18291844	-	1466
13163	chr3R	18298853	18298907	-	2132
13164	chr3R	18301598	18301758	-	7909
13165	chr3R	18307066	18307131	-	386
13166	chr3R	18309688	18309786	-	127
13167	chr3R	18310905	18310906	-	219
13168	chr3R	18314414	18314458	-	1158
13169	chr3R	18365982	18366060	-	319
13170	chr3R	18366124	18366158	-	732
13171	chr3R	18381170	18381175	-	1163
13172	chr3R	18390592	18390630	-	198
13173	chr3R	18396913	18396961	-	3179
13174	chr3R	18399137	18399165	-	1309
13175	chr3R	18402659	18402798	-	2521
13176	chr3R	18411630	18411631	-	126
13177	chr3R	18412806	18412911	-	1170
13178	chr3R	18438745	18438805	-	126
13179	chr3R	18447215	18447216	-	115
13180	chr3R	18478489	18478497	-	123
13181	chr3R	18504066	18504084	-	180
13182	chr3R	18606610	18606618	-	731
13183	chr3R	18633693	18633788	-	3552
13184	chr3R	18641468	18641477	-	1284
13185	chr3R	18651953	18652009	-	318
13186	chr3R	18652998	18653119	-	1224
13187	chr3R	18659239	18659307	-	2134
13188	chr3R	18663461	18663551	-	2594
13189	chr3R	18677488	18677556	-	2533
13190	chr3R	18722549	18722667	-	7681
13191	chr3R	18740092	18740112	-	471
13192	chr3R	18743530	18743596	-	1318
13193	chr3R	18745923	18746022	-	3423
13194	chr3R	18758826	18758894	-	896
13195	chr3R	18759356	18759392	-	253
13196	chr3R	18795168	18795181	-	180
13197	chr3R	18849257	18849281	-	325
13198	chr3R	18851790	18851882	-	149944
13199	chr3R	18902132	18902302	-	7040
13200	chr3R	18927500	18927547	-	180
13201	chr3R	18928519	18928678	-	8390
13202	chr3R	18931220	18931265	-	222
13203	chr3R	18980916	18980968	-	1048
13204	chr3R	18983273	18983302	-	186
13205	chr3R	18983478	18983479	-	149
13206	chr3R	18983545	18983713	-	18932
13207	chr3R	19023987	19024026	-	446
13208	chr3R	19027231	19027300	-	839
13209	chr3R	19028261	19028288	-	187
13210	chr3R	19028811	19028865	-	708
13211	chr3R	19031198	19031273	-	2289
13212	chr3R	19087794	19087926	-	1011
13213	chr3R	19088067	19088153	-	296
13214	chr3R	19094202	19094273	-	2084
13215	chr3R	19094831	19094930	-	11648
13216	chr3R	19147730	19147734	-	386
13217	chr3R	19147786	19147910	-	479
13218	chr3R	19153676	19153683	-	1254
13219	chr3R	19156734	19156854	-	3154
13220	chr3R	19156961	19157055	-	1373
13221	chr3R	19159760	19159897	-	3550
13222	chr3R	19160671	19160758	-	1691
13223	chr3R	19162183	19162375	-	5329
13224	chr3R	19180156	19180378	-	3831
13225	chr3R	19180480	19180608	-	1217
13226	chr3R	19217897	19217927	-	256
13227	chr3R	19226332	19226336	-	149
13228	chr3R	19226490	19226651	-	11436
13229	chr3R	19228127	19228225	-	4880
13230	chr3R	19229231	19229350	-	2373
13231	chr3R	19247186	19247216	-	165
13232	chr3R	19248070	19248172	-	21872
13233	chr3R	19297656	19297751	-	2010
13234	chr3R	19326212	19326268	-	255
13235	chr3R	19327562	19327648	-	15916
13236	chr3R	19374729	19374812	-	5629
13237	chr3R	19376033	19376065	-	490
13238	chr3R	19376632	19376702	-	588
13239	chr3R	19377172	19377300	-	8820
13240	chr3R	19381000	19381016	-	95
13241	chr3R	19398488	19398620	-	3734
13242	chr3R	19403037	19403099	-	2075
13243	chr3R	19424431	19424432	-	97
13244	chr3R	19425146	19425228	-	6475
13245	chr3R	19462968	19463146	-	8540
13246	chr3R	19490992	19491137	-	3616
13247	chr3R	19522457	19522461	-	93
13248	chr3R	19598967	19598968	-	135
13249	chr3R	19602438	19602509	-	792
13250	chr3R	19621132	19621143	-	4485
13251	chr3R	19623493	19623501	-	4011
13252	chr3R	19623562	19623576	-	248
13253	chr3R	19627731	19627763	-	1557
13254	chr3R	19641128	19641129	-	358
13255	chr3R	19641221	19641227	-	401
13256	chr3R	19642701	19642720	-	1241
13257	chr3R	19643658	19643660	-	183
13258	chr3R	19644229	19644598	-	32226
13259	chr3R	19648338	19648442	-	5852
13260	chr3R	19657805	19657892	-	1219
13261	chr3R	19715893	19716002	-	8931
13262	chr3R	19796994	19797055	-	282
13263	chr3R	19836853	19836855	-	976
13264	chr3R	19861291	19861344	-	2676
13265	chr3R	19864092	19864247	-	7020
13266	chr3R	19864287	19864427	-	3478
13267	chr3R	19874781	19874810	-	239
13268	chr3R	19875442	19875485	-	181
13269	chr3R	19877444	19877494	-	1136
13270	chr3R	19903150	19903173	-	171
13271	chr3R	19903216	19903290	-	1695
13272	chr3R	19903400	19903463	-	926
13273	chr3R	19903594	19903757	-	8276
13274	chr3R	19904797	19904897	-	3557
13275	chr3R	19921259	19921351	-	2227
13276	chr3R	19921578	19921613	-	101
13277	chr3R	19925389	19925393	-	434
13278	chr3R	20008502	20008510	-	1477
13279	chr3R	20013536	20013552	-	1409
13280	chr3R	20021105	20021198	-	1021
13281	chr3R	20027992	20028026	-	337
13282	chr3R	20031149	20031305	-	5530
13283	chr3R	20036002	20036066	-	440
13284	chr3R	20057244	20057272	-	165
13285	chr3R	20057398	20057516	-	6204
13286	chr3R	20059647	20059781	-	5056
13287	chr3R	20073074	20073080	-	234
13288	chr3R	20107647	20107650	-	142
13289	chr3R	20107953	20108061	-	3100
13290	chr3R	20139851	20139947	-	1721
13291	chr3R	20209752	20209840	-	1771
13292	chr3R	20239131	20239259	-	6227
13293	chr3R	20307039	20307073	-	253
13294	chr3R	20327928	20328114	-	3421
13295	chr3R	20417662	20417669	-	130
13296	chr3R	20486662	20486691	-	295
13297	chr3R	20501381	20501465	-	6805
13298	chr3R	20501914	20501970	-	1721
13299	chr3R	20502014	20502055	-	3487
13300	chr3R	20512023	20512047	-	1016
13301	chr3R	20512462	20512501	-	5825
13302	chr3R	20534703	20534704	-	219
13303	chr3R	20542057	20542096	-	2064
13304	chr3R	20544213	20544218	-	1242
13305	chr3R	20551012	20551040	-	183
13306	chr3R	20551083	20551167	-	1118
13307	chr3R	20552249	20552315	-	3459
13308	chr3R	20554334	20554492	-	3110
13309	chr3R	20557622	20557693	-	1700
13310	chr3R	20560050	20560142	-	10912
13311	chr3R	20564084	20564085	-	258
13312	chr3R	20576914	20577035	-	5225
13313	chr3R	20579775	20579879	-	11101
13314	chr3R	20581509	20581574	-	667
13315	chr3R	20584340	20584341	-	137
13316	chr3R	20585728	20585834	-	2836
13317	chr3R	20587616	20587638	-	365
13318	chr3R	20588261	20588379	-	12002
13319	chr3R	20588895	20588928	-	105
13320	chr3R	20592610	20592678	-	4843
13321	chr3R	20633658	20633721	-	714
13322	chr3R	20634639	20634736	-	3813
13323	chr3R	20648713	20648718	-	285
13324	chr3R	20659623	20659625	-	920
13325	chr3R	20659840	20659934	-	2701
13326	chr3R	20714574	20714575	-	259
13327	chr3R	20738801	20738802	-	113
13328	chr3R	20739147	20739190	-	182
13329	chr3R	20749045	20749046	-	258
13330	chr3R	20749105	20749168	-	1424
13331	chr3R	20750204	20750210	-	99
13332	chr3R	20762277	20762348	-	7135
13333	chr3R	20816142	20816217	-	706
13334	chr3R	20818926	20818927	-	621
13335	chr3R	20821769	20821875	-	6468
13336	chr3R	20822031	20822037	-	123
13337	chr3R	20824216	20824265	-	4700
13338	chr3R	20830509	20830658	-	7406
13339	chr3R	20871593	20871623	-	102
13340	chr3R	20879272	20879313	-	265
13341	chr3R	20879383	20879443	-	955
13342	chr3R	20897319	20897320	-	135
13343	chr3R	20952002	20952036	-	329
13344	chr3R	21022982	21023011	-	328
13345	chr3R	21023212	21023224	-	2545
13346	chr3R	21023272	21023273	-	127
13347	chr3R	21023688	21023692	-	380
13348	chr3R	21024181	21024185	-	1137
13349	chr3R	21060504	21060519	-	166
13350	chr3R	21060568	21060667	-	1233
13351	chr3R	21060772	21060799	-	1612
13352	chr3R	21063789	21063790	-	330
13353	chr3R	21064265	21064266	-	169
13354	chr3R	21064312	21064487	-	7043
13355	chr3R	21073217	21073314	-	2575
13356	chr3R	21096234	21096295	-	186
13357	chr3R	21097773	21097825	-	1636
13358	chr3R	21101668	21101750	-	1690
13359	chr3R	21107400	21107448	-	206
13360	chr3R	21107917	21107991	-	1756
13361	chr3R	21118786	21118878	-	3846
13362	chr3R	21127190	21127226	-	198
13363	chr3R	21127351	21127507	-	10124
13364	chr3R	21129572	21129579	-	418
13365	chr3R	21129743	21129744	-	265
13366	chr3R	21133826	21133899	-	1080
13367	chr3R	21161089	21161090	-	1457
13368	chr3R	21168234	21168235	-	392
13369	chr3R	21196361	21196389	-	108
13370	chr3R	21213884	21213937	-	108
13371	chr3R	21218641	21218791	-	2009
13372	chr3R	21223536	21223598	-	3711
13373	chr3R	21223713	21223725	-	136
13374	chr3R	21237173	21237178	-	550
13375	chr3R	21268959	21269079	-	8584
13376	chr3R	21270001	21270101	-	6975
13377	chr3R	21273756	21273846	-	11223
13378	chr3R	21276153	21276270	-	31630
13379	chr3R	21298441	21298481	-	102
13380	chr3R	21349594	21349597	-	1161
13381	chr3R	21356723	21356786	-	585
13382	chr3R	21359705	21359764	-	1100
13383	chr3R	21365153	21365281	-	2370
13384	chr3R	21365465	21365531	-	952
13385	chr3R	21371239	21371300	-	199
13386	chr3R	21371459	21371517	-	1359
13387	chr3R	21373527	21373572	-	401
13388	chr3R	21377365	21377443	-	18850
13389	chr3R	21402281	21402364	-	1053
13390	chr3R	21482879	21482941	-	252
13391	chr3R	21499384	21499440	-	385
13392	chr3R	21528344	21528415	-	1743
13393	chr3R	21569071	21569160	-	5435
13394	chr3R	21580204	21580224	-	163
13395	chr3R	21615728	21615783	-	1246
13396	chr3R	21619315	21619323	-	4902
13397	chr3R	21632687	21632734	-	1846
13398	chr3R	21633035	21633084	-	2311
13399	chr3R	21660368	21660465	-	2015
13400	chr3R	21661006	21661044	-	190
13401	chr3R	21662913	21662972	-	3494
13402	chr3R	21671651	21671742	-	2051
13403	chr3R	21719655	21719658	-	778
13404	chr3R	21739127	21739133	-	838
13405	chr3R	21777788	21777847	-	4461
13406	chr3R	21782533	21782534	-	164
13407	chr3R	21822653	21822690	-	1265
13408	chr3R	21856254	21856271	-	6639
13409	chr3R	21867001	21867002	-	118
13410	chr3R	21867271	21867370	-	3792
13411	chr3R	21867736	21867973	-	6387
13412	chr3R	21869371	21869451	-	144
13413	chr3R	21869521	21869640	-	13777
13414	chr3R	21878627	21878655	-	2435
13415	chr3R	21885511	21885628	-	11202
13416	chr3R	21887350	21887351	-	264
13417	chr3R	22018227	22018228	-	95
13418	chr3R	22019114	22019413	-	13206
13419	chr3R	22022994	22023086	-	4010
13420	chr3R	22023167	22023363	-	2617
13421	chr3R	22023441	22023448	-	145
13422	chr3R	22025411	22025535	-	4653
13423	chr3R	22027225	22027522	-	9248
13424	chr3R	22027614	22027620	-	421
13425	chr3R	22034211	22034321	-	2976
13426	chr3R	22060145	22060169	-	260
13427	chr3R	22086355	22086421	-	13669
13428	chr3R	22209463	22209541	-	805
13429	chr3R	22228974	22229063	-	292
13430	chr3R	22340227	22340357	-	6102
13431	chr3R	22362297	22362392	-	2767
13432	chr3R	22362599	22362632	-	148
13433	chr3R	22365901	22366038	-	3696
13434	chr3R	22367191	22367245	-	3233
13435	chr3R	22408149	22408196	-	299
13436	chr3R	22410839	22410992	-	5206
13437	chr3R	22419429	22419430	-	222
13438	chr3R	22421020	22421090	-	7958
13439	chr3R	22424671	22424728	-	1710
13440	chr3R	22424976	22424990	-	190
13441	chr3R	22446600	22446655	-	1516
13442	chr3R	22447280	22447319	-	170
13443	chr3R	22461912	22462060	-	11604
13444	chr3R	22468068	22468154	-	835
13445	chr3R	22488952	22488969	-	141
13446	chr3R	22491353	22491460	-	12584
13447	chr3R	22527084	22527089	-	722
13448	chr3R	22528561	22528676	-	7810
13449	chr3R	22531832	22531833	-	131
13450	chr3R	22531939	22531940	-	442
13451	chr3R	22546256	22546386	-	4971
13452	chr3R	22547107	22547227	-	2384
13453	chr3R	22547574	22547652	-	486
13454	chr3R	22547707	22547853	-	15185
13455	chr3R	22583159	22583245	-	4181
13456	chr3R	22584671	22584739	-	1148
13457	chr3R	22591451	22591535	-	1025
13458	chr3R	22613610	22613655	-	889
13459	chr3R	22620762	22620781	-	106
13460	chr3R	22626631	22626633	-	1315
13461	chr3R	22630756	22630761	-	935
13462	chr3R	22631003	22631004	-	139
13463	chr3R	22639318	22639391	-	1149
13464	chr3R	22672055	22672144	-	673
13465	chr3R	22686406	22686564	-	16619
13466	chr3R	22689772	22689829	-	2643
13467	chr3R	22690316	22690383	-	1243
13468	chr3R	22702060	22702103	-	490
13469	chr3R	22710726	22710835	-	4508
13470	chr3R	22716995	22717031	-	1136
13471	chr3R	22721091	22721171	-	1832
13472	chr3R	22724535	22724611	-	1385
13473	chr3R	22726322	22726413	-	1024
13474	chr3R	22740389	22740421	-	122
13475	chr3R	22741088	22741122	-	552
13476	chr3R	22745530	22745624	-	3159
13477	chr3R	22747541	22747605	-	1776
13478	chr3R	22749001	22749086	-	1461
13479	chr3R	22750548	22750598	-	700
13480	chr3R	22773609	22773610	-	160
13481	chr3R	22845652	22845726	-	654
13482	chr3R	22846273	22846329	-	164
13483	chr3R	22851805	22851861	-	305
13484	chr3R	22995003	22995036	-	294
13485	chr3R	23012348	23012349	-	114
13486	chr3R	23012392	23012426	-	653
13487	chr3R	23048188	23048189	-	214
13488	chr3R	23053447	23053532	-	818
13489	chr3R	23054080	23054112	-	2150
13490	chr3R	23057544	23057547	-	758
13491	chr3R	23060136	23060198	-	92
13492	chr3R	23061248	23061303	-	728
13493	chr3R	23067280	23067285	-	441
13494	chr3R	23117893	23117951	-	2470
13495	chr3R	23126351	23126464	-	2763
13496	chr3R	23127777	23127866	-	360
13497	chr3R	23127941	23127991	-	618
13498	chr3R	23141814	23141829	-	370
13499	chr3R	23141873	23141894	-	135
13500	chr3R	23157821	23157860	-	4200
13501	chr3R	23159328	23159370	-	837
13502	chr3R	23161276	23161427	-	11106
13503	chr3R	23189208	23189321	-	3638
13504	chr3R	23191152	23191155	-	2395
13505	chr3R	23191312	23191331	-	825
13506	chr3R	23192611	23192640	-	98
13507	chr3R	23204015	23204122	-	2344
13508	chr3R	23211972	23212010	-	164
13509	chr3R	23221927	23222006	-	4621
13510	chr3R	23226704	23226711	-	1775
13511	chr3R	23251280	23251301	-	188
13512	chr3R	23251431	23251535	-	2270
13513	chr3R	23258043	23258084	-	748
13514	chr3R	23267926	23267934	-	136
13515	chr3R	23270228	23270334	-	4362
13516	chr3R	23280501	23280552	-	278
13517	chr3R	23280846	23280937	-	2417
13518	chr3R	23287980	23288090	-	6523
13519	chr3R	23290110	23290220	-	3817
13520	chr3R	23346161	23346162	-	608
13521	chr3R	23355760	23356091	-	68069
13522	chr3R	23384787	23384791	-	687
13523	chr3R	23402629	23402688	-	699
13524	chr3R	23403650	23403764	-	7783
13525	chr3R	23426020	23426062	-	571
13526	chr3R	23472335	23472336	-	114
13527	chr3R	23507373	23507507	-	1571
13528	chr3R	23521469	23521601	-	6438
13529	chr3R	23527401	23527431	-	235
13530	chr3R	23538913	23538939	-	313
13531	chr3R	23556742	23556976	-	7457
13532	chr3R	23669647	23669657	-	1652
13533	chr3R	23694529	23694538	-	145
13534	chr3R	23694596	23694623	-	179
13535	chr3R	23694663	23694791	-	2775
13536	chr3R	23694937	23695042	-	1403
13537	chr3R	23695740	23695743	-	208
13538	chr3R	23695900	23695967	-	712
13539	chr3R	23696012	23696068	-	94
13540	chr3R	23696153	23696157	-	198
13541	chr3R	23696238	23696316	-	56830
13542	chr3R	23700358	23700417	-	10222
13543	chr3R	23707139	23707198	-	206
13544	chr3R	23730338	23730353	-	154
13545	chr3R	23730424	23730432	-	4865
13546	chr3R	23731925	23731926	-	211
13547	chr3R	23732911	23733026	-	17375
13548	chr3R	23746799	23746873	-	510
13549	chr3R	23747028	23747084	-	1243
13550	chr3R	23752553	23752597	-	424
13551	chr3R	23752731	23752869	-	13764
13552	chr3R	23757868	23757959	-	1510
13553	chr3R	23758166	23758307	-	2552
13554	chr3R	23760501	23760636	-	14063
13555	chr3R	23763197	23763278	-	4504
13556	chr3R	23767401	23767522	-	3352
13557	chr3R	23772804	23772862	-	762
13558	chr3R	23774119	23774124	-	1584
13559	chr3R	23781387	23781462	-	2879
13560	chr3R	23781594	23781703	-	1152
13561	chr3R	23814648	23814676	-	145
13562	chr3R	23815063	23815167	-	2020
13563	chr3R	23816516	23816517	-	161
13564	chr3R	23816918	23816921	-	178
13565	chr3R	23816972	23816991	-	1337
13566	chr3R	23818305	23818356	-	600
13567	chr3R	23818642	23818817	-	10388
13568	chr3R	23819147	23819292	-	35343
13569	chr3R	23890000	23890100	-	5338
13570	chr3R	23890954	23891108	-	31817
13571	chr3R	23893394	23893440	-	9119
13572	chr3R	23893539	23893568	-	269
13573	chr3R	23923019	23923076	-	1372
13574	chr3R	23927581	23927686	-	3305
13575	chr3R	23928179	23928397	-	8926
13576	chr3R	23928975	23929046	-	582
13577	chr3R	23929171	23929255	-	309
13578	chr3R	23931355	23931635	-	17264
13579	chr3R	23933268	23933596	-	65487
13580	chr3R	23943057	23943102	-	18466
13581	chr3R	23958364	23958406	-	2477
13582	chr3R	23986519	23986583	-	1966
13583	chr3R	23992903	23992948	-	265
13584	chr3R	24030859	24030908	-	589
13585	chr3R	24031359	24031363	-	300
13586	chr3R	24031763	24031857	-	2440
13587	chr3R	24031986	24032017	-	104
13588	chr3R	24037630	24037727	-	2823
13589	chr3R	24037800	24037936	-	1915
13590	chr3R	24038833	24038837	-	110
13591	chr3R	24043536	24043537	-	279
13592	chr3R	24045880	24045987	-	741
13593	chr3R	24046961	24047021	-	406
13594	chr3R	24047246	24047272	-	188
13595	chr3R	24047672	24047725	-	174
13596	chr3R	24047957	24048047	-	6322
13597	chr3R	24050613	24050764	-	1224
13598	chr3R	24055885	24055906	-	217
13599	chr3R	24057197	24057308	-	36382
13600	chr3R	24057424	24057436	-	287
13601	chr3R	24105715	24105786	-	5141
13602	chr3R	24107229	24107363	-	3194
13603	chr3R	24108904	24108974	-	2469
13604	chr3R	24110286	24110330	-	95
13605	chr3R	24112322	24112401	-	2577
13606	chr3R	24128957	24129018	-	204
13607	chr3R	24130208	24130258	-	541
13608	chr3R	24148880	24148907	-	202
13609	chr3R	24150236	24150237	-	282
13610	chr3R	24151865	24151962	-	2578
13611	chr3R	24152256	24152331	-	309
13612	chr3R	24161451	24161516	-	599
13613	chr3R	24163482	24163591	-	7542
13614	chr3R	24169474	24169632	-	7426
13615	chr3R	24173260	24173299	-	106
13616	chr3R	24175691	24175780	-	5722
13617	chr3R	24176614	24176617	-	672
13618	chr3R	24177511	24177532	-	2584
13619	chr3R	24188610	24188894	-	9309
13620	chr3R	24193273	24193343	-	1680
13621	chr3R	24193420	24193489	-	1130
13622	chr3R	24201316	24201321	-	168
13623	chr3R	24201449	24201545	-	15891
13624	chr3R	24221401	24221440	-	810
13625	chr3R	24221627	24221663	-	120
13626	chr3R	24221900	24222011	-	2902
13627	chr3R	24222067	24222152	-	383
13628	chr3R	24226110	24226139	-	126
13629	chr3R	24226909	24226953	-	518
13630	chr3R	24229945	24230058	-	10885
13631	chr3R	24252594	24252679	-	2725
13632	chr3R	24259463	24259490	-	579
13633	chr3R	24263838	24263839	-	140
13634	chr3R	24271065	24271149	-	3533
13635	chr3R	24271224	24271231	-	3127
13636	chr3R	24318316	24318446	-	1655
13637	chr3R	24330758	24330825	-	176
13638	chr3R	24333267	24333324	-	3018
13639	chr3R	24348756	24348826	-	2809
13640	chr3R	24357828	24357961	-	7754
13641	chr3R	24360105	24360139	-	396
13642	chr3R	24361309	24361327	-	334
13643	chr3R	24361635	24361742	-	29511
13644	chr3R	24392605	24392645	-	309
13645	chr3R	24440463	24440530	-	266
13646	chr3R	24464076	24464129	-	158
13647	chr3R	24530308	24530477	-	6589
13648	chr3R	24543905	24543917	-	4361
13649	chr3R	24552842	24552903	-	388
13650	chr3R	24571960	24571965	-	748
13651	chr3R	24572489	24572494	-	860
13652	chr3R	24582826	24582866	-	2381
13653	chr3R	24585116	24585165	-	497
13654	chr3R	24625489	24625610	-	7148
13655	chr3R	24628062	24628152	-	2204
13656	chr3R	24630053	24630087	-	906
13657	chr3R	24635013	24635169	-	34833
13658	chr3R	24640877	24640933	-	522
13659	chr3R	24649918	24650077	-	5553
13660	chr3R	24654773	24654844	-	903
13661	chr3R	24661733	24661866	-	6189
13662	chr3R	24719283	24719382	-	11521
13663	chr3R	24740268	24740322	-	479
13664	chr3R	24787348	24787411	-	1055
13665	chr3R	24795084	24795159	-	832
13666	chr3R	24799499	24799582	-	6890
13667	chr3R	24805205	24805296	-	2127
13668	chr3R	24813727	24813763	-	374
13669	chr3R	24813929	24814091	-	10374
13670	chr3R	24816980	24817003	-	666
13671	chr3R	24827851	24827908	-	236
13672	chr3R	24828204	24828273	-	584
13673	chr3R	24828411	24828415	-	140
13674	chr3R	24829857	24829976	-	2979
13675	chr3R	24857522	24857603	-	6035
13676	chr3R	24859766	24859797	-	115
13677	chr3R	24870701	24870815	-	3083
13678	chr3R	24870860	24870908	-	394
13679	chr3R	24876518	24876671	-	1609
13680	chr3R	24894604	24894605	-	194
13681	chr3R	24917770	24917794	-	134
13682	chr3R	24917851	24917878	-	1803
13683	chr3R	24938125	24938261	-	4097
13684	chr3R	24943784	24943811	-	169
13685	chr3R	24943856	24943910	-	93
13686	chr3R	24944889	24944981	-	3086
13687	chr3R	25024938	25025040	-	16327
13688	chr3R	25025347	25025423	-	619
13689	chr3R	25031590	25031621	-	470
13690	chr3R	25033392	25033487	-	2200
13691	chr3R	25033546	25033619	-	1527
13692	chr3R	25039014	25039091	-	5036
13693	chr3R	25045110	25045148	-	850
13694	chr3R	25049942	25049943	-	223
13695	chr3R	25054256	25054277	-	90
13696	chr3R	25054596	25054700	-	3812
13697	chr3R	25056140	25056182	-	1363
13698	chr3R	25064969	25065020	-	315
13699	chr3R	25065479	25065644	-	6478
13700	chr3R	25069585	25069699	-	5949
13701	chr3R	25074576	25074648	-	285
13702	chr3R	25109109	25109189	-	540
13703	chr3R	25122835	25122933	-	10139
13704	chr3R	25127307	25127374	-	3761
13705	chr3R	25193737	25193782	-	301
13706	chr3R	25215153	25215238	-	5568
13707	chr3R	25235476	25235545	-	1305
13708	chr3R	25245048	25245106	-	257
13709	chr3R	25246570	25246669	-	352
13710	chr3R	25247437	25247627	-	289920
13711	chr3R	25262067	25262074	-	302
13712	chr3R	25262379	25262406	-	420
13713	chr3R	25262458	25262531	-	1593
13714	chr3R	25265656	25265752	-	5128
13715	chr3R	25268285	25268328	-	272
13716	chr3R	25277213	25277221	-	18535
13717	chr3R	25279836	25279844	-	867
13718	chr3R	25292968	25292971	-	892
13719	chr3R	25295401	25295402	-	371
13720	chr3R	25295589	25295590	-	205
13721	chr3R	25299537	25299591	-	3341
13722	chr3R	25308386	25308387	-	996
13723	chr3R	25310867	25310936	-	2978
13724	chr3R	25316114	25316116	-	243
13725	chr3R	25317919	25317958	-	196
13726	chr3R	25318010	25318133	-	91120
13727	chr3R	25322750	25322753	-	930
13728	chr3R	25329310	25329329	-	5746
13729	chr3R	25331201	25331203	-	449
13730	chr3R	25335207	25335239	-	297
13731	chr3R	25438463	25438469	-	523
13732	chr3R	25473053	25473059	-	1914
13733	chr3R	25476877	25476953	-	645
13734	chr3R	25482507	25482536	-	775
13735	chr3R	25482607	25482876	-	11377
13736	chr3R	25489165	25489249	-	1216
13737	chr3R	25490814	25490963	-	2267
13738	chr3R	25491723	25491782	-	1572
13739	chr3R	25495116	25495217	-	13003
13740	chr3R	25592292	25592373	-	192
13741	chr3R	25593750	25593751	-	91
13742	chr3R	25609107	25609171	-	14943
13743	chr3R	25623757	25623760	-	153
13744	chr3R	25624608	25624682	-	10606
13745	chr3R	25626850	25626917	-	1350
13746	chr3R	25661255	25661305	-	1179
13747	chr3R	25677811	25677897	-	768
13748	chr3R	25678500	25678685	-	1108
13749	chr3R	25680541	25680622	-	653
13750	chr3R	25684369	25684517	-	1004
13751	chr3R	25684656	25684702	-	106
13752	chr3R	25684954	25685109	-	72441
13753	chr3R	25687033	25687173	-	9020
13754	chr3R	25687355	25687438	-	1498
13755	chr3R	25720114	25720115	-	148
13756	chr3R	25740461	25740491	-	4751
13757	chr3R	25774352	25774425	-	1725
13758	chr3R	25775333	25775360	-	272
13759	chr3R	25776201	25776296	-	4436
13760	chr3R	25777203	25777209	-	1092
13761	chr3R	25778264	25778348	-	1177
13762	chr3R	25787228	25787303	-	2052
13763	chr3R	25789396	25789544	-	17340
13764	chr3R	25790445	25790564	-	14450
13765	chr3R	25797674	25797731	-	288
13766	chr3R	25829694	25829712	-	3153
13767	chr3R	25830224	25830228	-	153
13768	chr3R	25830926	25830930	-	542
13769	chr3R	25831880	25831907	-	10185
13770	chr3R	25851201	25851309	-	13829
13771	chr3R	25881333	25881425	-	1047
13772	chr3R	25922458	25922601	-	1553
13773	chr3R	26052234	26052278	-	1629
13774	chr3R	26055339	26055491	-	3008
13775	chr3R	26056365	26056383	-	174
13776	chr3R	26056500	26056653	-	3571
13777	chr3R	26058178	26058247	-	2916
13778	chr3R	26059029	26059054	-	316
13779	chr3R	26059216	26059296	-	23950
13780	chr3R	26063792	26063870	-	1833
13781	chr3R	26070730	26070808	-	1025
13782	chr3R	26071491	26071610	-	1886
13783	chr3R	26188752	26188836	-	1792
13784	chr3R	26255337	26255339	-	181
13785	chr3R	26258042	26258043	-	1954
13786	chr3R	26258230	26258300	-	4052
13787	chr3R	26259829	26259832	-	809
13788	chr3R	26261340	26261359	-	571
13789	chr3R	26261400	26261605	-	20462
13790	chr3R	26345456	26345571	-	2147
13791	chr3R	26356043	26356142	-	1948
13792	chr3R	26425099	26425105	-	924
13793	chr3R	26465785	26465842	-	380
13794	chr3R	26535210	26535235	-	2745
13795	chr3R	26717280	26717388	-	2132
13796	chr3R	26725135	26725226	-	4909
13797	chr3R	26757911	26757931	-	336
13798	chr3R	26862572	26862609	-	244
13799	chr3R	26862711	26862730	-	216
13800	chr3R	26863089	26863128	-	1432
13801	chr3R	26866528	26866658	-	3007
13802	chr3R	26866723	26866734	-	729
13803	chr3R	26866777	26866839	-	364
13804	chr3R	26870203	26870228	-	212
13805	chr3R	26871985	26872050	-	19440
13806	chr3R	26873179	26873181	-	106
13807	chr3R	26873225	26873228	-	138
13808	chr3R	26875635	26875770	-	4994
13809	chr3R	26912809	26912886	-	2610
13810	chr3R	26953245	26953253	-	622
13811	chr3R	26964729	26964842	-	2627
13812	chr3R	26987671	26987736	-	290
13813	chr3R	26988507	26988516	-	3380
13814	chr3R	27063763	27063798	-	1338
13815	chr3R	27064219	27064223	-	106
13816	chr3R	27070067	27070068	-	532
13817	chr3R	27112230	27112297	-	2661
13818	chr3R	27116606	27116633	-	98
13819	chr3R	27116674	27116719	-	1401
13820	chr3R	27124699	27124736	-	2044
13821	chr3R	27150826	27150829	-	332
13822	chr3R	27150980	27151070	-	14678
13823	chr3R	27151160	27151185	-	233
13824	chr3R	27165538	27165636	-	6154
13825	chr3R	27168860	27168919	-	305
13826	chr3R	27172562	27172631	-	742
13827	chr3R	27228468	27228631	-	3316
13828	chr3R	27229431	27229526	-	962
13829	chr3R	27239026	27239057	-	764
13830	chr3R	27244814	27244815	-	126
