cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
12400	chrX	11390069	11390118	+	6	11390118	563	334	11390075	11390118	44
12401	chrX	11422832	11422835	+	2	11422835	707	419	11422833	11422835	3
12402	chrX	11423956	11423966	+	6	11423962	1092	692	11423960	11423966	7
12403	chrX	11442540	11442541	+	1	11442541	204	204	11442541	11442541	1
12404	chrX	11454779	11454856	+	17	11454827	1096	193	11454791	11454843	53
12405	chrX	11477059	11477062	+	2	11477060	96	50	11477060	11477062	3
12406	chrX	11477286	11477287	+	1	11477287	305	305	11477287	11477287	1
12407	chrX	11483506	11483591	+	25	11483545	3071	941	11483514	11483566	53
12408	chrX	11485226	11485340	+	27	11485259	6957	2144	11485228	11485271	44
12409	chrX	11493119	11493174	+	9	11493170	736	473	11493138	11493170	33
12410	chrX	11561930	11561936	+	4	11561935	865	674	11561931	11561935	5
12411	chrX	11570585	11570705	+	45	11570644	10104	1250	11570613	11570692	80
12412	chrX	11572682	11572714	+	2	11572683	3	2	11572683	11572714	32
12413	chrX	11573775	11573811	+	5	11573776	280	96	11573776	11573811	36
12414	chrX	11576855	11576930	+	10	11576865	603	220	11576865	11576921	57
12415	chrX	11579004	11579148	+	46	11579103	20870	3959	11579065	11579110	46
12416	chrX	11579279	11579350	+	6	11579347	489	261	11579288	11579350	63
12417	chrX	11579448	11579449	+	1	11579449	95	95	11579449	11579449	1
12418	chrX	11579497	11579506	+	2	11579506	64	46	11579498	11579506	9
12419	chrX	11579662	11579674	+	5	11579670	5119	4621	11579670	11579670	1
12420	chrX	11580804	11580851	+	5	11580805	227	88	11580805	11580813	9
12421	chrX	11599790	11599855	+	12	11599841	2668	1980	11599839	11599842	4
12422	chrX	11605618	11605619	+	1	11605619	307	307	11605619	11605619	1
12423	chrX	11611890	11612098	+	56	11612072	5644	721	11611972	11612082	111
12424	chrX	11612275	11612277	+	2	11612277	73	48	11612276	11612277	2
12425	chrX	11612414	11612455	+	3	11612434	54	27	11612415	11612455	41
12426	chrX	11616113	11616143	+	4	11616126	294	202	11616114	11616126	13
12427	chrX	11616190	11616211	+	2	11616211	26	24	11616211	11616211	1
12428	chrX	11616331	11616339	+	2	11616339	133	115	11616332	11616339	8
12429	chrX	11616531	11616553	+	3	11616532	17	9	11616532	11616553	22
12430	chrX	11622017	11622038	+	8	11622030	2713	1536	11622018	11622033	16
12431	chrX	11661739	11661745	+	3	11661745	119	58	11661740	11661745	6
12432	chrX	11678960	11679021	+	12	11678973	981	187	11678973	11679021	49
12433	chrX	11679086	11679097	+	2	11679087	436	415	11679087	11679087	1
12434	chrX	11680704	11680717	+	4	11680709	754	677	11680709	11680709	1
12435	chrX	11681605	11681659	+	5	11681606	88	40	11681606	11681647	42
12436	chrX	11682030	11682065	+	3	11682065	110	68	11682031	11682065	35
12437	chrX	11682110	11682146	+	5	11682114	436	230	11682114	11682118	5
12438	chrX	11683701	11683763	+	4	11683702	512	375	11683702	11683760	59
12439	chrX	11695091	11695242	+	29	11695154	2525	527	11695124	11695225	102
12440	chrX	11696069	11696173	+	17	11696114	397	110	11696102	11696117	16
12441	chrX	11716959	11717048	+	17	11717048	2381	1169	11716999	11717048	50
12442	chrX	11720467	11720530	+	8	11720504	175	37	11720468	11720530	63
12443	chrX	11788829	11788847	+	6	11788847	685	450	11788841	11788847	7
12444	chrX	11792532	11792680	+	41	11792607	7075	1969	11792560	11792625	66
12445	chrX	11792855	11792979	+	21	11792881	1163	370	11792878	11792915	38
12446	chrX	11796624	11796684	+	3	11796684	46	27	11796625	11796684	60
12447	chrX	11796931	11796933	+	2	11796933	41	31	11796932	11796933	2
12448	chrX	11816852	11816963	+	23	11816897	1595	374	11816866	11816927	62
12449	chrX	11817005	11817006	+	1	11817006	130	130	11817006	11817006	1
12450	chrX	11817496	11817517	+	4	11817517	544	458	11817515	11817517	3
12451	chrX	11817981	11817987	+	2	11817982	94	72	11817982	11817987	6
12452	chrX	11854988	11855119	+	17	11855033	1625	448	11855013	11855057	45
12453	chrX	11855173	11855233	+	4	11855228	70	38	11855174	11855228	55
12454	chrX	11869166	11869243	+	8	11869185	599	263	11869175	11869224	50
12455	chrX	11873318	11873319	+	1	11873319	280	280	11873319	11873319	1
12456	chrX	11873441	11873447	+	4	11873443	2641	2460	11873443	11873443	1
12457	chrX	11887255	11887304	+	11	11887290	1657	731	11887264	11887292	29
12458	chrX	11888338	11888429	+	22	11888387	425	86	11888357	11888411	55
12459	chrX	11891972	11892036	+	15	11892010	1446	905	11892004	11892021	18
12460	chrX	12007177	12007178	+	1	12007178	435	435	12007178	12007178	1
12461	chrX	12012378	12012445	+	14	12012433	745	193	12012388	12012438	51
12462	chrX	12014419	12014430	+	9	12014425	24083	16706	12014421	12014425	5
12463	chrX	12015483	12015506	+	6	12015490	1328	1026	12015485	12015490	6
12464	chrX	12016048	12016108	+	5	12016049	256	85	12016049	12016108	60
12465	chrX	12016338	12016498	+	22	12016496	1455	312	12016399	12016498	100
12466	chrX	12016542	12016578	+	4	12016574	124	37	12016543	12016578	36
12467	chrX	12016649	12016667	+	3	12016666	122	72	12016650	12016667	18
12468	chrX	12018608	12018708	+	23	12018647	1931	333	12018644	12018676	33
12469	chrX	12021066	12021099	+	12	12021076	1099	352	12021072	12021090	19
12470	chrX	12032619	12032620	+	1	12032620	101	101	12032620	12032620	1
12471	chrX	12070369	12070515	+	51	12070415	10649	2246	12070412	12070468	57
12472	chrX	12091249	12091251	+	2	12091250	13	12	12091250	12091250	1
12473	chrX	12203797	12203818	+	3	12203798	224	127	12203798	12203818	21
12474	chrX	12274625	12274639	+	5	12274636	9	4	12274626	12274639	14
12475	chrX	12432225	12432226	+	1	12432226	187	187	12432226	12432226	1
12476	chrX	12463485	12463567	+	10	12463515	959	458	12463515	12463548	34
12477	chrX	12471661	12471673	+	4	12471668	649	545	12471667	12471668	2
12478	chrX	12490294	12490295	+	1	12490295	197	197	12490295	12490295	1
12479	chrX	12497158	12497220	+	4	12497220	314	246	12497194	12497220	27
12480	chrX	12596016	12596130	+	20	12596047	2515	993	12596044	12596078	35
12481	chrX	12611875	12611889	+	3	12611889	132	52	12611876	12611889	14
12482	chrX	12612491	12612516	+	5	12612508	372	247	12612506	12612509	4
12483	chrX	12622180	12622184	+	2	12622184	63	35	12622181	12622184	4
12484	chrX	12624158	12624189	+	4	12624159	142	59	12624159	12624189	31
12485	chrX	12624235	12624273	+	15	12624257	10981	8524	12624256	12624258	3
12486	chrX	12627007	12627114	+	5	12627077	6	2	12627008	12627114	107
12487	chrX	12629866	12629932	+	9	12629889	373	86	12629876	12629932	57
12488	chrX	12631582	12631640	+	9	12631636	810	279	12631613	12631636	24
12489	chrX	12653602	12653609	+	3	12653606	3	1	12653603	12653609	7
12490	chrX	12653772	12653899	+	28	12653805	4762	1192	12653802	12653842	41
12491	chrX	12654061	12654065	+	2	12654065	46	24	12654062	12654065	4
12492	chrX	12654679	12654719	+	5	12654707	169	53	12654680	12654719	40
12493	chrX	12654765	12654779	+	3	12654766	56	19	12654766	12654779	14
12494	chrX	12656577	12656580	+	3	12656578	125	60	12656578	12656580	3
12495	chrX	12656734	12656771	+	3	12656736	225	111	12656735	12656771	37
12496	chrX	12656956	12656995	+	3	12656958	105	51	12656957	12656995	39
12497	chrX	12657168	12657234	+	5	12657205	225	103	12657169	12657234	66
12498	chrX	12659352	12659457	+	20	12659433	6748	4307	12659433	12659437	5
12499	chrX	12744465	12744469	+	2	12744466	170	146	12744466	12744469	4
12500	chrX	12745327	12745329	+	2	12745329	735	706	12745329	12745329	1
12501	chrX	12907075	12907170	+	18	12907108	2639	1008	12907099	12907110	12
12502	chrX	12910060	12910142	+	14	12910092	1541	494	12910081	12910119	39
12503	chrX	13091100	13091213	+	26	13091169	2975	819	13091123	13091171	49
12504	chrX	13093052	13093076	+	2	13093076	109	78	13093053	13093076	24
12505	chrX	13094457	13094559	+	10	13094501	767	327	13094491	13094533	43
12506	chrX	13115136	13115141	+	3	13115141	1640	1491	13115141	13115141	1
12507	chrX	13128990	13129099	+	23	13129025	1539	223	13129001	13129099	99
12508	chrX	13131519	13131520	+	1	13131520	242	242	13131520	13131520	1
12509	chrX	13139205	13139213	+	3	13139208	235	116	13139206	13139208	3
12510	chrX	13154979	13155085	+	16	13155042	1204	286	13155019	13155074	56
12511	chrX	13159794	13159881	+	20	13159869	1059	301	13159815	13159874	60
12512	chrX	13161179	13161180	+	1	13161180	93	93	13161180	13161180	1
12513	chrX	13177966	13178032	+	17	13178021	2039	559	13177982	13178021	40
12514	chrX	13212326	13212449	+	29	13212375	4869	524	13212331	13212389	59
12515	chrX	13212800	13212833	+	2	13212833	47	26	13212801	13212833	33
12516	chrX	13258976	13259040	+	9	13259021	308	110	13258991	13259023	33
12517	chrX	13286001	13286050	+	12	13286024	859	178	13286013	13286050	38
12518	chrX	13286217	13286218	+	1	13286218	137	137	13286218	13286218	1
12519	chrX	13288045	13288127	+	11	13288119	565	118	13288049	13288119	71
12520	chrX	13297067	13297146	+	14	13297099	935	247	13297071	13297118	48
12521	chrX	13300672	13300673	+	1	13300673	157	157	13300673	13300673	1
12522	chrX	13304594	13304595	+	1	13304595	90	90	13304595	13304595	1
12523	chrX	13305518	13305535	+	3	13305531	327	157	13305531	13305535	5
12524	chrX	13315080	13315084	+	3	13315083	799	694	13315083	13315084	2
12525	chrX	13321305	13321311	+	4	13321307	1130	1001	13321307	13321307	1
12526	chrX	13329752	13329878	+	29	13329829	20756	16327	13329826	13329829	4
12527	chrX	13329957	13329962	+	2	13329962	83	51	13329958	13329962	5
12528	chrX	13331568	13331569	+	1	13331569	153	153	13331569	13331569	1
12529	chrX	13331682	13331755	+	6	13331755	345	171	13331683	13331755	73
12530	chrX	13338303	13338361	+	7	13338340	536	139	13338315	13338357	43
12531	chrX	13371103	13371117	+	3	13371117	163	82	13371104	13371117	14
12532	chrX	13371222	13371296	+	4	13371296	92	28	13371223	13371296	74
12533	chrX	13373766	13373769	+	2	13373767	47	28	13373767	13373769	3
12534	chrX	13374077	13374085	+	5	13374081	1131	859	13374081	13374085	5
12535	chrX	13385166	13385329	+	64	13385248	7660	1417	13385234	13385281	48
12536	chrX	13387794	13387837	+	4	13387795	82	40	13387795	13387808	14
12537	chrX	13404749	13404762	+	9	13404757	3304	1661	13404751	13404757	7
12538	chrX	13413149	13413312	+	21	13413300	1407	200	13413186	13413302	117
12539	chrX	13445844	13445848	+	2	13445845	83	52	13445845	13445848	4
12540	chrX	13563789	13563857	+	13	13563826	1076	527	13563824	13563857	34
12541	chrX	13606145	13606199	+	6	13606146	305	131	13606146	13606171	26
12542	chrX	13612088	13612166	+	18	13612144	3792	812	13612118	13612161	44
12543	chrX	13616994	13617101	+	16	13617006	473	173	13617000	13617039	40
12544	chrX	13617272	13617312	+	5	13617312	741	456	13617275	13617312	38
12545	chrX	13617403	13617445	+	3	13617404	140	93	13617404	13617445	42
12546	chrX	13624704	13624804	+	19	13624747	2146	561	13624733	13624772	40
12547	chrX	13642179	13642187	+	4	13642182	946	405	13642180	13642187	8
12548	chrX	13650783	13650789	+	2	13650789	131	74	13650784	13650789	6
12549	chrX	13667988	13668048	+	10	13668018	537	117	13668018	13668044	27
12550	chrX	13682955	13682956	+	1	13682956	174	174	13682956	13682956	1
12551	chrX	13703512	13703541	+	4	13703537	448	313	13703537	13703541	5
12552	chrX	13722187	13722306	+	21	13722247	858	140	13722241	13722289	49
12553	chrX	13737985	13737986	+	1	13737986	91	91	13737986	13737986	1
12554	chrX	13738116	13738196	+	17	13738121	1046	174	13738117	13738175	59
12555	chrX	13739783	13739867	+	25	13739838	13147	5959	13739833	13739838	6
12556	chrX	13739938	13739947	+	2	13739947	46	26	13739939	13739947	9
12557	chrX	13740045	13740091	+	3	13740091	99	43	13740046	13740091	46
12558	chrX	13740760	13740762	+	2	13740761	106	83	13740761	13740762	2
12559	chrX	13740814	13740834	+	4	13740815	188	84	13740815	13740834	20
12560	chrX	13740880	13740898	+	2	13740898	38	20	13740881	13740898	18
12561	chrX	13744944	13744961	+	3	13744948	570	433	13744945	13744948	4
12562	chrX	13757148	13757233	+	16	13757187	1392	297	13757163	13757198	36
12563	chrX	13759523	13759549	+	6	13759546	1016	782	13759545	13759546	2
12564	chrX	13762752	13762755	+	3	13762754	928	888	13762754	13762754	1
12565	chrX	13782429	13782481	+	8	13782474	384	152	13782445	13782476	32
12566	chrX	13783711	13783716	+	2	13783716	490	465	13783716	13783716	1
12567	chrX	13811644	13811726	+	5	13811689	226	98	13811672	13811726	55
12568	chrX	13822802	13822893	+	21	13822853	2463	553	13822822	13822876	55
12569	chrX	13955235	13955241	+	2	13955236	2	1	13955236	13955241	6
12570	chrX	13996301	13996499	+	35	13996385	4660	747	13996374	13996456	83
12571	chrX	13996634	13996685	+	5	13996635	251	93	13996635	13996685	51
12572	chrX	14193191	14193195	+	2	14193192	40	20	14193192	14193195	4
12573	chrX	14193258	14193260	+	2	14193260	54	36	14193259	14193260	2
12574	chrX	14200132	14200255	+	32	14200223	3615	946	14200176	14200226	51
12575	chrX	14200489	14200517	+	2	14200517	37	19	14200490	14200517	28
12576	chrX	14201339	14201443	+	21	14201364	1841	497	14201363	14201415	53
12577	chrX	14201846	14201849	+	2	14201849	82	42	14201847	14201849	3
12578	chrX	14202594	14202645	+	4	14202597	229	132	14202595	14202645	51
12579	chrX	14226273	14226340	+	13	14226291	1579	609	14226291	14226309	19
12580	chrX	14238290	14238369	+	10	14238315	431	104	14238308	14238363	56
12581	chrX	14243664	14243669	+	2	14243665	186	168	14243665	14243665	1
12582	chrX	14247643	14247719	+	13	14247714	1295	730	14247669	14247714	46
12583	chrX	14247765	14247836	+	10	14247766	43	20	14247766	14247833	68
12584	chrX	14251090	14251092	+	2	14251092	7	4	14251091	14251092	2
12585	chrX	14378493	14378517	+	4	14378498	165	63	14378494	14378517	24
12586	chrX	14380315	14380355	+	10	14380336	72	32	14380328	14380336	9
12587	chrX	14580568	14580663	+	15	14580600	749	286	14580598	14580640	43
12588	chrX	14583654	14583731	+	12	14583655	794	219	14583655	14583701	47
12589	chrX	14702351	14702457	+	21	14702372	2332	468	14702365	14702412	48
12590	chrX	14719737	14719805	+	19	14719781	950	149	14719749	14719791	43
12591	chrX	14832571	14832730	+	28	14832686	1981	765	14832645	14832686	42
12592	chrX	14833032	14833046	+	2	14833033	2	1	14833033	14833046	14
12593	chrX	14839374	14839418	+	6	14839381	710	514	14839381	14839395	15
12594	chrX	15024437	15024438	+	1	15024438	1630	1630	15024438	15024438	1
12595	chrX	15044124	15044131	+	3	15044126	952	903	15044126	15044126	1
12596	chrX	15048926	15048930	+	2	15048930	77	51	15048927	15048930	4
12597	chrX	15063847	15063970	+	37	15063925	13017	3908	15063907	15063938	32
12598	chrX	15067064	15067091	+	2	15067065	7	4	15067065	15067091	27
12599	chrX	15086093	15086152	+	9	15086136	408	135	15086126	15086150	25
12600	chrX	15089680	15089681	+	1	15089681	176	176	15089681	15089681	1
12601	chrX	15125753	15125756	+	3	15125755	610	568	15125755	15125755	1
12602	chrX	15175439	15175442	+	2	15175442	23	16	15175440	15175442	3
12603	chrX	15293022	15293106	+	13	15293087	839	196	15293033	15293087	55
12604	chrX	15297765	15297767	+	2	15297766	324	296	15297766	15297766	1
12605	chrX	15298977	15299016	+	5	15299003	401	122	15298978	15299009	32
12606	chrX	15319410	15319572	+	27	15319503	2073	364	15319480	15319519	40
12607	chrX	15320338	15320369	+	2	15320339	40	20	15320339	15320369	31
12608	chrX	15320409	15320429	+	3	15320410	94	57	15320410	15320429	20
12609	chrX	15320718	15320721	+	2	15320719	44	24	15320719	15320721	3
12610	chrX	15323556	15323569	+	5	15323563	157	48	15323557	15323569	13
12611	chrX	15323610	15323613	+	2	15323611	39	20	15323611	15323613	3
12612	chrX	15328342	15328346	+	2	15328346	201	172	15328343	15328346	4
12613	chrX	15333277	15333320	+	9	15333291	461	151	15333282	15333312	31
12614	chrX	15333441	15333528	+	5	15333510	166	61	15333442	15333528	87
12615	chrX	15345118	15345227	+	12	15345202	1271	453	15345170	15345227	58
12616	chrX	15450240	15450306	+	15	15450270	1901	611	15450263	15450285	23
12617	chrX	15451943	15451945	+	2	15451944	121	75	15451944	15451945	2
12618	chrX	15453450	15453495	+	5	15453486	881	714	15453472	15453486	15
12619	chrX	15462728	15462772	+	9	15462743	376	100	15462732	15462770	39
12620	chrX	15465378	15465402	+	4	15465379	110	61	15465379	15465392	14
12621	chrX	15465568	15465569	+	1	15465569	113	113	15465569	15465569	1
12622	chrX	15465737	15465746	+	4	15465742	638	507	15465742	15465743	2
12623	chrX	15472162	15472240	+	13	15472167	545	244	15472163	15472215	53
12624	chrX	15475985	15476124	+	18	15476092	3371	2265	15476088	15476095	8
12625	chrX	15477874	15477909	+	3	15477909	57	33	15477876	15477909	34
12626	chrX	15482312	15482407	+	20	15482396	1451	380	15482369	15482397	29
12627	chrX	15486889	15486979	+	11	15486890	463	123	15486890	15486941	52
12628	chrX	15494026	15494030	+	3	15494029	215	145	15494027	15494030	4
12629	chrX	15494156	15494160	+	2	15494157	173	137	15494157	15494160	4
12630	chrX	15498976	15499014	+	10	15499010	4282	3703	15499010	15499010	1
12631	chrX	15506706	15506714	+	2	15506707	101	65	15506707	15506714	8
12632	chrX	15569170	15569203	+	6	15569174	1958	1569	15569171	15569174	4
12633	chrX	15576399	15576413	+	5	15576405	14	6	15576400	15576411	12
12634	chrX	15578195	15578371	+	24	15578255	5216	2434	15578255	15578286	32
12635	chrX	15578426	15578451	+	2	15578427	52	33	15578427	15578451	25
12636	chrX	15583137	15583285	+	33	15583161	7726	5330	15583153	15583167	15
12637	chrX	15584316	15584340	+	3	15584317	96	49	15584317	15584340	24
12638	chrX	15587710	15587781	+	16	15587747	747	607	15587746	15587747	2
12639	chrX	15662499	15662651	+	24	15662552	1096	121	15662544	15662645	102
12640	chrX	15675477	15675478	+	1	15675478	114	114	15675478	15675478	1
12641	chrX	15689298	15689421	+	34	15689390	8270	4013	15689350	15689391	42
12642	chrX	15697442	15697552	+	11	15697499	355	101	15697482	15697529	48
12643	chrX	15698039	15698097	+	4	15698065	4	1	15698040	15698097	58
12644	chrX	15704081	15704178	+	18	15704082	1099	139	15704082	15704159	78
12645	chrX	15710646	15710662	+	2	15710647	49	28	15710647	15710662	16
12646	chrX	15711056	15711094	+	7	15711064	488	189	15711060	15711094	35
12647	chrX	15712581	15712722	+	37	15712611	4000	666	15712604	15712675	72
12648	chrX	15732140	15732184	+	9	15732184	405	251	15732159	15732184	26
12649	chrX	15734239	15734358	+	31	15734274	1935	1121	15734271	15734305	35
12650	chrX	15739205	15739324	+	19	15739291	1094	284	15739208	15739291	84
12651	chrX	15746605	15746757	+	40	15746668	8113	2222	15746636	15746692	57
12652	chrX	15749171	15749179	+	3	15749179	295	210	15749172	15749179	8
12653	chrX	15761232	15761360	+	25	15761264	2788	493	15761249	15761285	37
12654	chrX	15762952	15762988	+	4	15762983	445	230	15762956	15762983	28
12655	chrX	15769669	15769678	+	2	15769670	53	27	15769670	15769678	9
12656	chrX	15786049	15786148	+	29	15786090	2949	476	15786059	15786121	63
12657	chrX	15788861	15788917	+	8	15788899	396	231	15788868	15788904	37
12658	chrX	15799582	15799655	+	11	15799593	449	151	15799589	15799641	53
12659	chrX	15804371	15804373	+	2	15804373	807	746	15804373	15804373	1
12660	chrX	15804486	15804490	+	2	15804490	471	352	15804487	15804490	4
12661	chrX	15805117	15805122	+	2	15805118	54	27	15805118	15805122	5
12662	chrX	15809505	15809508	+	2	15809508	3	2	15809506	15809508	3
12663	chrX	15811229	15811236	+	3	15811230	109	54	15811230	15811236	7
12664	chrX	15811350	15811358	+	2	15811351	54	36	15811351	15811358	8
12665	chrX	15812327	15812333	+	4	15812329	952	708	15812329	15812333	5
12666	chrX	15813596	15813599	+	2	15813599	41	23	15813597	15813599	3
12667	chrX	15813659	15813678	+	2	15813660	82	64	15813660	15813678	19
12668	chrX	15819485	15819519	+	5	15819505	5	1	15819486	15819519	34
12669	chrX	15836068	15836163	+	16	15836094	130	32	15836079	15836112	34
12670	chrX	15844456	15844544	+	13	15844484	1203	477	15844475	15844494	20
12671	chrX	15853416	15853426	+	2	15853417	87	65	15853417	15853426	10
12672	chrX	15860063	15860192	+	39	15860136	11050	3150	15860116	15860147	32
12673	chrX	15860472	15860526	+	3	15860473	4	2	15860473	15860526	54
12674	chrX	15862728	15862783	+	6	15862770	269	63	15862729	15862783	55
12675	chrX	15862940	15862969	+	2	15862941	47	28	15862941	15862969	29
12676	chrX	15863059	15863113	+	8	15863060	297	77	15863060	15863096	37
12677	chrX	15863597	15863631	+	2	15863598	63	42	15863598	15863631	34
12678	chrX	15863746	15863782	+	7	15863782	212	72	15863747	15863782	36
12679	chrX	15868155	15868228	+	12	15868214	13440	9942	15868214	15868216	3
12680	chrX	15869139	15869168	+	4	15869165	207	101	15869140	15869165	26
12681	chrX	15870157	15870233	+	10	15870185	534	177	15870185	15870213	29
12682	chrX	15890576	15890638	+	11	15890605	567	126	15890591	15890622	32
12683	chrX	15892131	15892224	+	12	15892202	2454	1800	15892196	15892206	11
12684	chrX	15892309	15892384	+	10	15892310	21	4	15892310	15892381	72
12685	chrX	15941079	15941141	+	8	15941087	536	171	15941082	15941098	17
12686	chrX	15944958	15945077	+	18	15944995	1924	676	15944988	15945013	26
12687	chrX	15976879	15976894	+	2	15976880	2	1	15976880	15976894	15
12688	chrX	15983773	15983848	+	14	15983826	477	96	15983774	15983826	53
12689	chrX	15992449	15992518	+	14	15992471	2174	837	15992471	15992491	21
12690	chrX	15997013	15997089	+	14	15997026	1088	162	15997021	15997043	23
12691	chrX	16270942	16271043	+	20	16270953	2410	683	16270953	16271011	59
12692	chrX	16276271	16276407	+	39	16276307	9263	2114	16276306	16276349	44
12693	chrX	16277099	16277127	+	5	16277104	172	47	16277100	16277127	28
12694	chrX	16278323	16278429	+	15	16278373	1538	326	16278350	16278429	80
12695	chrX	16278579	16278583	+	2	16278580	20	19	16278580	16278580	1
12696	chrX	16286285	16286405	+	52	16286349	9535	1435	16286318	16286380	63
12697	chrX	16288766	16288885	+	29	16288826	4380	1522	16288798	16288836	39
12698	chrX	16289111	16289141	+	2	16289141	157	138	16289112	16289141	30
12699	chrX	16292260	16292262	+	2	16292262	62	44	16292261	16292262	2
12700	chrX	16292935	16292941	+	2	16292941	52	33	16292936	16292941	6
12701	chrX	16296609	16296618	+	2	16296610	67	42	16296610	16296618	9
12702	chrX	16296681	16296693	+	2	16296693	60	37	16296682	16296693	12
12703	chrX	16303871	16303948	+	16	16303898	1193	509	16303892	16303927	36
12704	chrX	16313723	16313781	+	6	16313738	173	57	16313724	16313781	58
12705	chrX	16323287	16323368	+	7	16323318	438	118	16323293	16323357	65
12706	chrX	16333598	16333872	+	43	16333675	5094	1030	16333614	16333730	117
12707	chrX	16334298	16334325	+	3	16334299	132	85	16334299	16334325	27
12708	chrX	16336040	16336067	+	3	16336041	33	22	16336041	16336051	11
12709	chrX	16338063	16338070	+	3	16338069	191	79	16338064	16338070	7
12710	chrX	16350303	16350399	+	11	16350380	535	98	16350316	16350380	65
12711	chrX	16359272	16359327	+	7	16359323	333	116	16359276	16359323	48
12712	chrX	16361551	16361658	+	23	16361608	1894	644	16361574	16361614	41
12713	chrX	16373086	16373106	+	6	16373088	1555	985	16373088	16373105	18
12714	chrX	16373221	16373235	+	2	16373222	123	98	16373222	16373235	14
12715	chrX	16385268	16385308	+	5	16385308	198	59	16385269	16385308	40
12716	chrX	16385627	16385636	+	2	16385636	171	88	16385628	16385636	9
12717	chrX	16391681	16391698	+	5	16391696	405	187	16391682	16391696	15
12718	chrX	16408239	16408241	+	2	16408241	518	497	16408241	16408241	1
12719	chrX	16422749	16422782	+	4	16422772	277	165	16422772	16422775	4
12720	chrX	16422828	16422859	+	12	16422832	4072	2900	16422832	16422853	22
12721	chrX	16435560	16435589	+	2	16435561	38	19	16435561	16435589	29
12722	chrX	16441413	16441442	+	2	16441414	2	1	16441414	16441442	29
12723	chrX	16441488	16441643	+	19	16441584	1574	269	16441533	16441600	68
12724	chrX	16448652	16448698	+	14	16448684	4654	1372	16448679	16448685	7
12725	chrX	16450473	16450474	+	1	16450474	152	152	16450474	16450474	1
12726	chrX	16452640	16452651	+	2	16452651	77	56	16452641	16452651	11
12727	chrX	16452732	16452754	+	5	16452734	318	103	16452734	16452736	3
12728	chrX	16452888	16452892	+	3	16452890	130	59	16452889	16452892	4
12729	chrX	16587852	16587911	+	6	16587888	249	81	16587853	16587911	59
12730	chrX	16593684	16593800	+	26	16593744	1898	632	16593711	16593784	74
12731	chrX	16599229	16599331	+	29	16599253	3748	828	16599247	16599295	49
12732	chrX	16599482	16599512	+	3	16599512	104	61	16599483	16599512	30
12733	chrX	16610665	16610772	+	18	16610743	989	187	16610680	16610760	81
12734	chrX	16613529	16613532	+	2	16613530	61	41	16613530	16613532	3
12735	chrX	16637825	16637923	+	35	16637899	82411	55348	16637897	16637900	4
12736	chrX	16638229	16638230	+	1	16638230	98	98	16638230	16638230	1
12737	chrX	16638463	16638506	+	6	16638499	157	33	16638464	16638506	43
12738	chrX	16638550	16638585	+	2	16638585	72	42	16638551	16638585	35
12739	chrX	16640966	16640973	+	4	16640970	1512	1321	16640970	16640970	1
12740	chrX	16651345	16651419	+	19	16651364	89	17	16651351	16651408	58
12741	chrX	16655357	16655470	+	15	16655412	861	166	16655360	16655433	74
12742	chrX	16655523	16655590	+	11	16655590	69	23	16655531	16655590	60
12743	chrX	16656045	16656071	+	2	16656046	76	49	16656046	16656071	26
12744	chrX	16656383	16656385	+	2	16656384	78	51	16656384	16656385	2
12745	chrX	16676472	16676475	+	2	16676473	51	26	16676473	16676475	3
12746	chrX	16783875	16784044	+	29	16783983	4134	1777	16783956	16783988	33
12747	chrX	16787754	16787876	+	20	16787799	1890	262	16787775	16787826	52
12748	chrX	16792120	16792185	+	11	16792161	788	224	16792121	16792168	48
12749	chrX	16792439	16792443	+	2	16792443	62	42	16792440	16792443	4
12750	chrX	16800880	16801012	+	35	16800972	3326	672	16800939	16800987	49
12751	chrX	16803645	16803726	+	7	16803720	120	30	16803648	16803726	79
12752	chrX	16816878	16816895	+	7	16816884	2594	1730	16816884	16816888	5
12753	chrX	16881344	16881368	+	5	16881349	263	129	16881349	16881368	20
12754	chrX	16884578	16884588	+	5	16884583	583	426	16884582	16884588	7
12755	chrX	16886800	16886939	+	17	16886846	827	339	16886804	16886846	43
12756	chrX	16913178	16913203	+	5	16913182	2404	1846	16913182	16913185	4
12757	chrX	16913601	16913614	+	5	16913603	1453	1308	16913603	16913603	1
12758	chrX	16925137	16925141	+	2	16925138	301	169	16925138	16925141	4
12759	chrX	16943318	16943354	+	12	16943331	1170	233	16943329	16943346	18
12760	chrX	17078835	17078876	+	7	17078876	644	251	17078840	17078876	37
12761	chrX	17091821	17091825	+	2	17091825	130	82	17091822	17091825	4
12762	chrX	17101201	17101202	+	1	17101202	269	269	17101202	17101202	1
12763	chrX	17107569	17107619	+	10	17107587	751	265	17107575	17107615	41
12764	chrX	17130398	17130452	+	8	17130399	444	111	17130399	17130451	53
12765	chrX	17130610	17130637	+	3	17130637	71	34	17130611	17130637	27
12766	chrX	17148964	17149176	+	35	17149044	14610	11252	17149043	17149046	4
12767	chrX	17160002	17160048	+	11	17160024	1069	366	17160007	17160046	40
12768	chrX	17160099	17160138	+	2	17160100	76	52	17160100	17160138	39
12769	chrX	17178880	17178881	+	1	17178881	210	210	17178881	17178881	1
12770	chrX	17215303	17215308	+	2	17215304	244	222	17215304	17215304	1
12771	chrX	17302463	17302534	+	24	17302472	2497	443	17302472	17302521	50
