#gene_ID	old_cluster	consensus_cluster_ID_old	cluster_ID_in_bam	new_cluster	consensus_cluster_ID_new	cluster_ID_in_HS72	distance_between_old_new	gene_name
FBgn0037182	Bcc	cluster9886	clusterTSS_bam_8097	Hcc	cluster9887	clusterTSS_HS72_11226	-312	ArfGAP3
FBgn0037184	Bcc	cluster9889	clusterTSS_bam_8099	Hcc	cluster9890	clusterTSS_HS72_11229	-470	CG14450
FBgn0037185	Bcc	cluster8189	clusterTSS_bam_6703	Hcc	cluster8190	clusterTSS_HS72_9290	131	CG11367
FBgn0037228	Bcc	cluster10006	clusterTSS_bam_8168	Hcc	cluster10005	clusterTSS_HS72_11363	-126	CG1092
FBgn0037240	Bcc	cluster10014	clusterTSS_bam_8175	Hcc	cluster10016	clusterTSS_HS72_11377	3701	Cont
FBgn0037248	Bcc	cluster12062	clusterTSS_bam_9853	Hcc	cluster12063	clusterTSS_HS72_13710	-173	srl
FBgn0037249	Bcc	cluster12065	clusterTSS_bam_9855	Hcc	cluster12066	clusterTSS_HS72_13712	-293	eIF3-S10
FBgn0037282	Bcc	cluster12113	clusterTSS_bam_9886	Hcc	cluster12112	clusterTSS_HS72_13756	205	CG14657
FBgn0037297	Bcc	cluster10073	clusterTSS_bam_8215	Hcc	cluster10071	clusterTSS_HS72_11435	-408	CG1116
FBgn0037299	Bcc	cluster10075	clusterTSS_bam_8216	Hcc	cluster10074	clusterTSS_HS72_11438	-147	Vps37B
FBgn0037315	Bcc	cluster12155	clusterTSS_bam_9913	Hcc	cluster12154	clusterTSS_HS72_13802	6200	Cerk
FBgn0037339	Bcc	cluster12181	clusterTSS_bam_9931	Hcc	cluster12179	clusterTSS_HS72_13828	2196	Pi4KIIalpha
FBgn0037347	Bcc	cluster10110	clusterTSS_bam_8253	Hcc	cluster10111	clusterTSS_HS72_11483	177	CG1427
FBgn0037376	Bcc	cluster12218	clusterTSS_bam_9970	Hcc	cluster12219	clusterTSS_HS72_13877	-445	CG2051
FBgn0037383	Bcc	cluster12222	clusterTSS_bam_9974	Hcc	cluster12223	clusterTSS_HS72_13882	-187	CG2023
FBgn0037384	Bcc	cluster10147	clusterTSS_bam_8287	Hcc	cluster10148	clusterTSS_HS72_11525	174	dgrn
FBgn0037442	Bcc	cluster10180	clusterTSS_bam_8310	Hcc	cluster10181	clusterTSS_HS72_11564	1362	godzilla
FBgn0037446	Bcc	cluster10185	clusterTSS_bam_8313	Hcc	cluster10184	clusterTSS_HS72_11568	-189	Zif
FBgn0037470	Bcc	cluster12277	clusterTSS_bam_10011	Hcc	cluster12276	clusterTSS_HS72_13946	482	CG1091
FBgn0037538	Bcc	cluster10284	clusterTSS_bam_8384	Hcc	cluster10283	clusterTSS_HS72_11689	-180	CG3223
FBgn0037539	Bcc	cluster12355	clusterTSS_bam_10063	Hcc	cluster12356	clusterTSS_HS72_14031	-215	CG10435
FBgn0037543	Bcc	cluster10287	clusterTSS_bam_8386	Hcc	cluster10286	clusterTSS_HS72_11692	-439	CG10903
FBgn0037580	Bcc	cluster10319	clusterTSS_bam_8412	Hcc	cluster10320	clusterTSS_HS72_11729	444	DppIII
FBgn0037592	Bcc	cluster10327	clusterTSS_bam_8421	Hcc	cluster10328	clusterTSS_HS72_11737	345	CG11737
FBgn0037607	Bcc	cluster10337	clusterTSS_bam_8430	Hcc	cluster10336	clusterTSS_HS72_11747	-1746	CG8036
FBgn0037623	Bcc	cluster12409	clusterTSS_bam_10113	Hcc	cluster12408	clusterTSS_HS72_14092	1999	CG9801
FBgn0037634	Bcc	cluster10355	clusterTSS_bam_8446	Hcc	cluster10354	clusterTSS_HS72_11767	-79	hng2
FBgn0037636	Bcc	cluster12420	clusterTSS_bam_10129	Hcc	cluster12419	clusterTSS_HS72_14110	602	CG9821
FBgn0037647	Bcc	cluster12428	clusterTSS_bam_10136	Hcc	cluster12427	clusterTSS_HS72_14119	658	RagA-B
FBgn0037657	Bcc	cluster10372	clusterTSS_bam_8459	Hcc	cluster10371	clusterTSS_HS72_11785	-1023	hyx
FBgn0037664	Bcc	cluster10381	clusterTSS_bam_8464	Hcc	cluster10380	clusterTSS_HS72_11794	-840	CG8420
FBgn0037688	Bcc	cluster12470	clusterTSS_bam_10178	Hcc	cluster12471	clusterTSS_HS72_14167	-157	CG9356
FBgn0037719	Bcc	cluster12506	clusterTSS_bam_10210	Hcc	cluster12507	clusterTSS_HS72_14209	-226	bocksbeutel
FBgn0037742	Bcc	cluster12523	clusterTSS_bam_10230	Hcc	cluster12524	clusterTSS_HS72_14234	-450	Rpt3R
FBgn0037746	Bcc	cluster10444	clusterTSS_bam_8520	Hcc	cluster10443	clusterTSS_HS72_11868	-165	CG8478
FBgn0037747	Bcc	cluster10445	clusterTSS_bam_8521	Hcc	cluster10446	clusterTSS_HS72_11871	94	CG8481
FBgn0037810	Bcc	cluster10480	clusterTSS_bam_8553	Hcc	cluster10481	clusterTSS_HS72_11908	256	sle
FBgn0037819	Bcc	cluster12582	clusterTSS_bam_10285	Hcc	cluster12583	clusterTSS_HS72_14304	-247	CG14688
FBgn0037853	Bcc	cluster12608	clusterTSS_bam_10305	Hcc	cluster12609	clusterTSS_HS72_14336	-147	CG14696
FBgn0037890	Bcc	cluster12636	clusterTSS_bam_10333	Hcc	cluster12635	clusterTSS_HS72_14367	357	CG17734
FBgn0037892	Bcc	cluster10551	clusterTSS_bam_8610	Hcc	cluster10550	clusterTSS_HS72_11986	-98	mRpL40
FBgn0037900	Bcc	cluster10557	clusterTSS_bam_8616	Hcc	cluster10556	clusterTSS_HS72_11993	-176	CG5276
FBgn0037911	Bcc	cluster10567	clusterTSS_bam_8620	Hcc	cluster10566	clusterTSS_HS72_12004	-171	CG10898
FBgn0037918	Bcc	cluster12657	clusterTSS_bam_10350	Hcc	cluster12656	clusterTSS_HS72_14388	223	CG6791
FBgn0037942	Bcc	cluster10590	clusterTSS_bam_8639	Hcc	cluster10589	clusterTSS_HS72_12030	-174	CG14721
FBgn0037943	Bcc	cluster10592	clusterTSS_bam_8641	Hcc	cluster10591	clusterTSS_HS72_12032	-151	CG14722
FBgn0037944	Bcc	cluster12680	clusterTSS_bam_10371	Hcc	cluster12679	clusterTSS_HS72_14411	225	CG6923
FBgn0037949	Bcc	cluster12688	clusterTSS_bam_10380	Hcc	cluster12689	clusterTSS_HS72_14423	-316	CG17360
FBgn0037979	Bcc	cluster10605	clusterTSS_bam_8651	Hcc	cluster10606	clusterTSS_HS72_12049	1663	GCC185
FBgn0038043	Bcc	cluster10637	clusterTSS_bam_8667	Hcc	cluster10636	clusterTSS_HS72_12079	-223	CG17202
FBgn0038046	Bcc	cluster12752	clusterTSS_bam_10441	Hcc	cluster12751	clusterTSS_HS72_14494	397	CG5641
FBgn0038074	Bcc	cluster10661	clusterTSS_bam_8689	Hcc	cluster10660	clusterTSS_HS72_12103	-131	Gnmt
FBgn0038111	Bcc	cluster12786	clusterTSS_bam_10469	Hcc	cluster12785	clusterTSS_HS72_14536	336	CG12360
FBgn0038111	Bcc	cluster12786	clusterTSS_bam_10469	Hcc	cluster12785	clusterTSS_HS72_14536	336	CG12360
FBgn0038118	Bcc	cluster10688	clusterTSS_bam_8710	Hcc	cluster10691	clusterTSS_HS72_12140	73750	timeout
FBgn0038145	Bcc	cluster10708	clusterTSS_bam_8721	Hcc	cluster10709	clusterTSS_HS72_12156	1122	Droj2
FBgn0038166	Bcc	cluster12820	clusterTSS_bam_10505	Hcc	cluster12821	clusterTSS_HS72_14585	-134	CG9588
FBgn0038167	Bcc	cluster10733	clusterTSS_bam_8751	Hcc	cluster10732	clusterTSS_HS72_12190	-177	lkb1
FBgn0038168	Bcc	cluster12823	clusterTSS_bam_10507	Hcc	cluster12824	clusterTSS_HS72_14588	-4066	omd
FBgn0038194	Bcc	cluster10756	clusterTSS_bam_8774	Hcc	cluster10757	clusterTSS_HS72_12214	275	Cyp6d5
FBgn0038196	Bcc	cluster12852	clusterTSS_bam_10530	Hcc	cluster12853	clusterTSS_HS72_14621	-301	CG9922
FBgn0038220	Bcc	cluster10770	clusterTSS_bam_8790	Hcc	cluster10773	clusterTSS_HS72_12236	9352	CG12207
FBgn0038223	Bcc	cluster12875	clusterTSS_bam_10543	Hcc	cluster12874	clusterTSS_HS72_14645	517	Afti
FBgn0038233	Bcc	cluster12891	clusterTSS_bam_10553	Hcc	cluster12892	clusterTSS_HS72_14665	-205	HtrA2
FBgn0038277	Bcc	cluster12935	clusterTSS_bam_10592	Hcc	cluster12937	clusterTSS_HS72_14711	-447	RpS5b
FBgn0038286	Bcc	cluster12943	clusterTSS_bam_10598	Hcc	cluster12942	clusterTSS_HS72_14718	714	CG6966
FBgn0038306	Bcc	cluster12959	clusterTSS_bam_10613	Hcc	cluster12960	clusterTSS_HS72_14738	-121	Art3
FBgn0038327	Bcc	cluster10842	clusterTSS_bam_8878	Hcc	cluster10844	clusterTSS_HS72_12330	208	Trax
FBgn0038369	Bcc	cluster10873	clusterTSS_bam_8902	Hcc	cluster10872	clusterTSS_HS72_12364	-173	Arpc3A
FBgn0038387	Bcc	cluster10879	clusterTSS_bam_8908	Hcc	cluster10880	clusterTSS_HS72_12372	216	blp
FBgn0038421	Bcc	cluster13051	clusterTSS_bam_10702	Hcc	cluster13052	clusterTSS_HS72_14844	-238	CG17931
FBgn0038438	Bcc	cluster13064	clusterTSS_bam_10711	Hcc	cluster13065	clusterTSS_HS72_14857	-154	Der-2
FBgn0038454	Bcc	cluster13072	clusterTSS_bam_10717	Hcc	cluster13071	clusterTSS_HS72_14864	121	CG10324
FBgn0038462	Bcc	cluster13087	clusterTSS_bam_10733	Hcc	cluster13088	clusterTSS_HS72_14884	-87	CG17556
FBgn0038474	Bcc	cluster10954	clusterTSS_bam_8966	Hcc	cluster10953	clusterTSS_HS72_12448	-171	mRpS11
FBgn0038491	Bcc	cluster10964	clusterTSS_bam_8973	Hcc	cluster10963	clusterTSS_HS72_12459	-179	CG5292
FBgn0038515	Bcc	cluster13114	clusterTSS_bam_10754	Hcc	cluster13112	clusterTSS_HS72_14911	595	CG5823
FBgn0038532	Bcc	cluster10980	clusterTSS_bam_8984	Hcc	cluster10981	clusterTSS_HS72_12479	13040	CG14322
FBgn0038535	Bcc	cluster13119	clusterTSS_bam_10759	Hcc	cluster13120	clusterTSS_HS72_14921	-296	alt
FBgn0038576	Bcc	cluster11010	clusterTSS_bam_9004	Hcc	cluster11009	clusterTSS_HS72_12514	-245	Arp5
FBgn0038577	Bcc	cluster13146	clusterTSS_bam_10789	Hcc	cluster13147	clusterTSS_HS72_14954	-157	CG12321
FBgn0038582	Bcc	cluster11016	clusterTSS_bam_9010	Hcc	cluster11017	clusterTSS_HS72_12522	181	CG7988
FBgn0038583	Bcc	cluster13151	clusterTSS_bam_10795	Hcc	cluster13152	clusterTSS_HS72_14961	-476	CG7183
FBgn0038586	Bcc	cluster13155	clusterTSS_bam_10798	Hcc	cluster13154	clusterTSS_HS72_14963	336	CG7168
FBgn0038651	Bcc	cluster13194	clusterTSS_bam_10831	Hcc	cluster13195	clusterTSS_HS72_15005	-515	CG14299
FBgn0038673	Bcc	cluster11084	clusterTSS_bam_9074	Hcc	cluster11083	clusterTSS_HS72_12599	-472	CG14286
FBgn0038683	Bcc	cluster13219	clusterTSS_bam_10851	Hcc	cluster13221	clusterTSS_HS72_15034	-3031	CG11779
FBgn0038686	Bcc	cluster13224	clusterTSS_bam_10853	Hcc	cluster13225	clusterTSS_HS72_15038	-275	CG5555
FBgn0038704	Bcc	cluster11108	clusterTSS_bam_9090	Hcc	cluster11109	clusterTSS_HS72_12630	168	CG5316
FBgn0038747	Bcc	cluster11132	clusterTSS_bam_9114	Hcc	cluster11133	clusterTSS_HS72_12660	214	RhoGAP92B
FBgn0038771	Bcc	cluster13285	clusterTSS_bam_10894	Hcc	cluster13286	clusterTSS_HS72_15106	-2237	CG4390
FBgn0038818	Bcc	cluster13324	clusterTSS_bam_10923	Hcc	cluster13325	clusterTSS_HS72_15149	-259	Nep4
FBgn0038829	Bcc	cluster13335	clusterTSS_bam_10928	Hcc	cluster13336	clusterTSS_HS72_15161	-198	CG17271
FBgn0038832	Bcc	cluster11199	clusterTSS_bam_9164	Hcc	cluster11200	clusterTSS_HS72_12733	165	CG15695
FBgn0038862	Bcc	cluster11235	clusterTSS_bam_9199	Hcc	cluster11234	clusterTSS_HS72_12773	-207	Ubpy
FBgn0038871	Bcc	cluster13372	clusterTSS_bam_10960	Hcc	cluster13373	clusterTSS_HS72_15197	-157	CG3337
FBgn0038923	Bcc	cluster11289	clusterTSS_bam_9238	Hcc	cluster11288	clusterTSS_HS72_12826	-203	mRpL35
FBgn0038957	Bcc	cluster11317	clusterTSS_bam_9262	Hcc	cluster11315	clusterTSS_HS72_12859	-269	CG7059
FBgn0038976	Bcc	cluster11335	clusterTSS_bam_9275	Hcc	cluster11334	clusterTSS_HS72_12877	-168	CG7048
FBgn0038984	Bcc	cluster13454	clusterTSS_bam_11033	Hcc	cluster13451	clusterTSS_HS72_15288	1472	AdipoR
FBgn0039003	Bcc	cluster13467	clusterTSS_bam_11043	Hcc	cluster13466	clusterTSS_HS72_15306	557	wfs1
FBgn0039016	Bcc	cluster13475	clusterTSS_bam_11049	Hcc	cluster13474	clusterTSS_HS72_15316	702	Dcr-1
FBgn0039025	Bcc	cluster11372	clusterTSS_bam_9300	Hcc	cluster11376	clusterTSS_HS72_12925	23855	Usp12-46
FBgn0039065	Bcc	cluster13511	clusterTSS_bam_11075	Hcc	cluster13512	clusterTSS_HS72_15355	-191	CG4449
FBgn0039110	Bcc	cluster13551	clusterTSS_bam_11100	Hcc	cluster13550	clusterTSS_HS72_15398	239	RanBP3
FBgn0039116	Bcc	cluster11427	clusterTSS_bam_9349	Hcc	cluster11426	clusterTSS_HS72_12983	-195	CG10375
FBgn0039120	Bcc	cluster13559	clusterTSS_bam_11110	Hcc	cluster13560	clusterTSS_HS72_15411	-192	Nup98-96
FBgn0039124	Bcc	cluster13572	clusterTSS_bam_11126	Hcc	cluster13571	clusterTSS_HS72_15427	159	tbrd-1
FBgn0039125	Bcc	cluster11433	clusterTSS_bam_9353	Hcc	cluster11434	clusterTSS_HS72_12994	1182	Ndc1
FBgn0039153	Bcc	cluster13607	clusterTSS_bam_11163	Hcc	cluster13606	clusterTSS_HS72_15471	1245	CG5463
FBgn0039169	Bcc	cluster13629	clusterTSS_bam_11183	Hcc	cluster13628	clusterTSS_HS72_15496	795	Spps
FBgn0039213	Bcc	cluster11524	clusterTSS_bam_9425	Hcc	cluster11527	clusterTSS_HS72_13097	6105	atl
FBgn0039214	Bcc	cluster13659	clusterTSS_bam_11208	Hcc	cluster13658	clusterTSS_HS72_15534	9145	puf
FBgn0039251	Bcc	cluster11563	clusterTSS_bam_9461	Hcc	cluster11562	clusterTSS_HS72_13135	-234	Trf4-2
FBgn0039254	Bcc	cluster11567	clusterTSS_bam_9464	Hcc	cluster11566	clusterTSS_HS72_13139	-230	Nmnat
FBgn0039260	Bcc	cluster13690	clusterTSS_bam_11236	Hcc	cluster13691	clusterTSS_HS72_15572	-158	Smg6
FBgn0039355	Bcc	cluster13748	clusterTSS_bam_11288	Hcc	cluster13747	clusterTSS_HS72_15630	816	CG4730
FBgn0039360	Bcc	cluster13753	clusterTSS_bam_11292	Hcc	cluster13754	clusterTSS_HS72_15637	-289	CLS
FBgn0039461	Bcc	cluster11693	clusterTSS_bam_9565	Hcc	cluster11694	clusterTSS_HS72_13290	2916	CG5500
FBgn0039462	Bcc	cluster11697	clusterTSS_bam_9569	Hcc	cluster11698	clusterTSS_HS72_13296	379	CG14252
FBgn0039478	Bcc	cluster13814	clusterTSS_bam_11344	Hcc	cluster13815	clusterTSS_HS72_15710	-428	Nep5
FBgn0039488	Bcc	cluster13819	clusterTSS_bam_11347	Hcc	cluster13818	clusterTSS_HS72_15713	67	CG6066
FBgn0039492	Bcc	cluster13822	clusterTSS_bam_11349	Hcc	cluster13823	clusterTSS_HS72_15718	-135	CG6051
FBgn0039559	Bcc	cluster13886	clusterTSS_bam_11408	Hcc	cluster13887	clusterTSS_HS72_15791	-346	Mes-4
FBgn0039560	Bcc	cluster11762	clusterTSS_bam_9618	Hcc	cluster11761	clusterTSS_HS72_13367	-142	CG5514
FBgn0039563	Bcc	cluster13892	clusterTSS_bam_11415	Hcc	cluster13893	clusterTSS_HS72_15797	-139	CG4951
FBgn0039651	Bcc	cluster13950	clusterTSS_bam_11463	Hcc	cluster13951	clusterTSS_HS72_15861	-372	CG14508
FBgn0039668	Bcc	cluster13968	clusterTSS_bam_11479	Hcc	cluster13969	clusterTSS_HS72_15884	-210	Trc8
FBgn0039689	Bcc	cluster11858	clusterTSS_bam_9698	Hcc	cluster11857	clusterTSS_HS72_13470	-91	CG7598
FBgn0039702	Bcc	cluster13988	clusterTSS_bam_11495	Hcc	cluster13987	clusterTSS_HS72_15904	221	Vps16B
FBgn0039705	Bcc	cluster13990	clusterTSS_bam_11496	Hcc	cluster13989	clusterTSS_HS72_15906	1207	Atg16
FBgn0039714	Bcc	cluster14000	clusterTSS_bam_11503	Hcc	cluster13998	clusterTSS_HS72_15915	3363	Zip99C
FBgn0039737	Bcc	cluster14012	clusterTSS_bam_11512	Hcc	cluster14013	clusterTSS_HS72_15933	-196	CG7920
FBgn0039740	Bcc	cluster14018	clusterTSS_bam_11515	Hcc	cluster14019	clusterTSS_HS72_15939	-502	CG7928
FBgn0039743	Bcc	cluster11897	clusterTSS_bam_9732	Hcc	cluster11896	clusterTSS_HS72_13516	-208	CG7946
FBgn0039767	Bcc	cluster14060	clusterTSS_bam_11549	Hcc	cluster14061	clusterTSS_HS72_15992	-113	CG2218
FBgn0039773	Bcc	cluster14064	clusterTSS_bam_11552	Hcc	cluster14065	clusterTSS_HS72_15996	-174	CG2224
FBgn0039858	Bcc	cluster14130	clusterTSS_bam_11602	Hcc	cluster14131	clusterTSS_HS72_16069	-1752	CycG
FBgn0039859	Bcc	cluster14132	clusterTSS_bam_11603	Hcc	cluster14133	clusterTSS_HS72_16071	-127	CG11539
FBgn0039902	Bcc	cluster14260	clusterTSS_bam_11723	Hcc	cluster14259	clusterTSS_HS72_16215	283	Zip102B
FBgn0039907	Bcc	cluster14264	clusterTSS_bam_11727	Hcc	cluster14263	clusterTSS_HS72_16220	228	lgs
FBgn0039914	Bcc	cluster14275	clusterTSS_bam_11735	Hcc	cluster14274	clusterTSS_HS72_16236	1042	mav
FBgn0039923	Bcc	cluster14283	clusterTSS_bam_11744	Hcc	cluster14282	clusterTSS_HS72_16248	137	MED26
FBgn0039924	Bcc	cluster14312	clusterTSS_bam_11776	Hcc	cluster14311	clusterTSS_HS72_16285	747	PIP4K
FBgn0039955	Bcc	cluster9994	clusterTSS_bam_8160	Hcc	cluster9995	clusterTSS_HS72_11350	2916	CG41099
FBgn0039972	Bcc	cluster1554	clusterTSS_bam_1268	Hcc	cluster1555	clusterTSS_HS72_1753	13735	CG17018
FBgn0039993	Bcc	cluster3205	clusterTSS_bam_2565	Hcc	cluster3206	clusterTSS_HS72_3609	157	CG17691
FBgn0040011	Bcc	cluster1562	clusterTSS_bam_1273	Hcc	cluster1563	clusterTSS_HS72_1761	563	Slmap
FBgn0040070	Bcc	cluster744	clusterTSS_bam_643	Hcc	cluster743	clusterTSS_HS72_848	-263	Trx-2
FBgn0040233	Bcc	cluster920	clusterTSS_bam_802	Hcc	cluster923	clusterTSS_HS72_1049	5932	cana
FBgn0040297	Bcc	cluster1486	clusterTSS_bam_1223	Hcc	cluster1487	clusterTSS_HS72_1679	206	Nhe2
FBgn0040308	Bcc	cluster6842	clusterTSS_bam_5592	Hcc	cluster6843	clusterTSS_HS72_7741	210	Jafrac2
FBgn0040319	Bcc	cluster16051	clusterTSS_bam_13406	Hcc	cluster16050	clusterTSS_HS72_18243	10046	Gclc
FBgn0040355	Bcc	cluster14493	clusterTSS_bam_11946	Hcc	cluster14494	clusterTSS_HS72_16486	2586	CG3526
FBgn0040382	Bcc	cluster14355	clusterTSS_bam_11819	Hcc	cluster14354	clusterTSS_HS72_16338	-438	CG5273
FBgn0040384	Bcc	cluster15771	clusterTSS_bam_13153	Hcc	cluster15772	clusterTSS_HS72_17916	-762	CG32795
FBgn0040493	Bcc	cluster12777	clusterTSS_bam_10461	Hcc	cluster12779	clusterTSS_HS72_14528	-6078	grsm
FBgn0040636	Bcc	cluster8059	clusterTSS_bam_6608	Hcc	cluster8060	clusterTSS_HS72_9139	165	CG13255
FBgn0040658	Bcc	cluster4656	clusterTSS_bam_3787	Hcc	cluster4655	clusterTSS_HS72_5250	-374	CG13516
FBgn0040670	Bcc	cluster10233	clusterTSS_bam_8349	Hcc	cluster10234	clusterTSS_HS72_11631	275	e(y)2b
FBgn0040778	Bcc	cluster5182	clusterTSS_bam_4219	Hcc	cluster5181	clusterTSS_HS72_5863	274	CG17977
FBgn0040899	Bcc	cluster14455	clusterTSS_bam_11910	Hcc	cluster14454	clusterTSS_HS72_16440	-148	CG17776
FBgn0041100	Bcc	cluster9796	clusterTSS_bam_8029	Hcc	cluster9797	clusterTSS_HS72_11128	-187	park
FBgn0041186	Bcc	cluster13947	clusterTSS_bam_11460	Hcc	cluster13948	clusterTSS_HS72_15858	-143	Slbp
FBgn0041203	Bcc	cluster16339	clusterTSS_bam_13679	Hcc	cluster16338	clusterTSS_HS72_18568	2501	LIMK1
FBgn0041582	Bcc	cluster6538	clusterTSS_bam_5343	Hcc	cluster6537	clusterTSS_HS72_7405	1695	tamo
FBgn0041627	Bcc	cluster2736	clusterTSS_bam_2224	Hcc	cluster2735	clusterTSS_HS72_3078	798	Ku80
FBgn0042092	Bcc	cluster2105	clusterTSS_bam_1713	Hcc	cluster2106	clusterTSS_HS72_2376	-171	CG13773
FBgn0042094	Bcc	cluster12611	clusterTSS_bam_10308	Hcc	cluster12612	clusterTSS_HS72_14339	-363	Adk3
FBgn0042132	Bcc	cluster16817	clusterTSS_bam_14114	Hcc	cluster16816	clusterTSS_HS72_19103	1212	CG18809
FBgn0042138	Bcc	cluster7445	clusterTSS_bam_6111	Hcc	cluster7446	clusterTSS_HS72_8446	162	CG18815
FBgn0042177	Bcc	cluster7785	clusterTSS_bam_6388	Hcc	cluster7784	clusterTSS_HS72_8827	-264	CG32164
FBgn0042178	Bcc	cluster7782	clusterTSS_bam_6385	Hcc	cluster7781	clusterTSS_HS72_8824	-227	CG32165
FBgn0042185	Bcc	cluster7071	clusterTSS_bam_5787	Hcc	cluster7072	clusterTSS_HS72_8012	673	CG18769
FBgn0042693	Bcc	cluster11007	clusterTSS_bam_9002	Hcc	cluster11008	clusterTSS_HS72_12513	3696	PP2A-B'
FBgn0043025	Bcc	cluster9553	clusterTSS_bam_7851	Hcc	cluster9552	clusterTSS_HS72_10853	7203	Msi
FBgn0043070	Bcc	cluster4544	clusterTSS_bam_3694	Hcc	cluster4545	clusterTSS_HS72_5123	5348	MESK2
FBgn0043362	Bcc	cluster429	clusterTSS_bam_362	Hcc	cluster430	clusterTSS_HS72_483	11438	bchs
FBgn0043457	Bcc	cluster11169	clusterTSS_bam_9136	Hcc	cluster11168	clusterTSS_HS72_12697	-442	CG5180
FBgn0043865	Bcc	cluster8380	clusterTSS_bam_6849	Hcc	cluster8381	clusterTSS_HS72_9510	-150	SA-2
FBgn0044452	Bcc	cluster6831	clusterTSS_bam_5586	Hcc	cluster6830	clusterTSS_HS72_7727	-145	Atg2
FBgn0045063	Bcc	cluster5562	clusterTSS_bam_4511	Hcc	cluster5561	clusterTSS_HS72_6302	15885	fdl
FBgn0045842	Bcc	cluster2716	clusterTSS_bam_2210	Hcc	cluster2715	clusterTSS_HS72_3054	473	yuri
FBgn0045843	Bcc	cluster10250	clusterTSS_bam_8362	Hcc	cluster10249	clusterTSS_HS72_11651	-200	RacGAP84C
FBgn0046225	Bcc	cluster10560	clusterTSS_bam_8618	Hcc	cluster10561	clusterTSS_HS72_11999	25891	CG17230
FBgn0046685	Bcc	cluster13656	clusterTSS_bam_11205	Hcc	cluster13655	clusterTSS_HS72_15531	1951	Wsck
FBgn0047135	Bcc	cluster8532	clusterTSS_bam_6972	Hcc	cluster8533	clusterTSS_HS72_9687	-177	CG32276
FBgn0050122	Bcc	cluster6095	clusterTSS_bam_4970	Hcc	cluster6094	clusterTSS_HS72_6896	190	CG30122
FBgn0050183	Bcc	cluster6471	clusterTSS_bam_5277	Hcc	cluster6470	clusterTSS_HS72_7326	724	CG30183
FBgn0050390	Bcc	cluster6261	clusterTSS_bam_5101	Hcc	cluster6260	clusterTSS_HS72_7086	483	Sgf29
FBgn0050392	Bcc	cluster6259	clusterTSS_bam_5100	Hcc	cluster6258	clusterTSS_HS72_7084	237	CG30392
FBgn0050401	Bcc	cluster6319	clusterTSS_bam_5144	Hcc	cluster6320	clusterTSS_HS72_7144	-179	CG30401
FBgn0050410	Bcc	cluster4711	clusterTSS_bam_3822	Hcc	cluster4710	clusterTSS_HS72_5314	-199	Rpi
FBgn0050424	Bcc	cluster6601	clusterTSS_bam_5398	Hcc	cluster6600	clusterTSS_HS72_7478	142	CG30424
FBgn0050428	Bcc	cluster4909	clusterTSS_bam_4003	Hcc	cluster4910	clusterTSS_HS72_5553	382	CG30428
FBgn0050456	Bcc	cluster4175	clusterTSS_bam_3380	Hcc	cluster4176	clusterTSS_HS72_4698	4129	CG30456
FBgn0050460	Bcc	cluster5959	clusterTSS_bam_4848	Hcc	cluster5957	clusterTSS_HS72_6740	14573	CG30460
FBgn0050476	Bcc	cluster3993	clusterTSS_bam_3229	Hcc	cluster3994	clusterTSS_HS72_4494	100	ave
FBgn0050491	Bcc	cluster3393	clusterTSS_bam_2721	Hcc	cluster3392	clusterTSS_HS72_3836	-248	CG30491
FBgn0050499	Bcc	cluster5117	clusterTSS_bam_4159	Hcc	cluster5118	clusterTSS_HS72_5791	-162	CG30499
FBgn0051038	Bcc	cluster11880	clusterTSS_bam_9717	Hcc	cluster11881	clusterTSS_HS72_13495	1204	CG31038
FBgn0051075	Bcc	cluster13813	clusterTSS_bam_11343	Hcc	cluster13812	clusterTSS_HS72_15707	832	CG31075
FBgn0051320	Bcc	cluster12878	clusterTSS_bam_10546	Hcc	cluster12877	clusterTSS_HS72_14650	130	CG31320
FBgn0051363	Bcc	cluster12665	clusterTSS_bam_10358	Hcc	cluster12662	clusterTSS_HS72_14394	27654	Jupiter
FBgn0051390	Bcc	cluster12592	clusterTSS_bam_10289	Hcc	cluster12593	clusterTSS_HS72_14315	-133	MED7
FBgn0051445	Bcc	cluster13957	clusterTSS_bam_11469	Hcc	cluster13958	clusterTSS_HS72_15869	-270	CG31445
FBgn0051457	Bcc	cluster13497	clusterTSS_bam_11065	Hcc	cluster13496	clusterTSS_HS72_15338	103	CG31457
FBgn0051549	Bcc	cluster10118	clusterTSS_bam_8259	Hcc	cluster10117	clusterTSS_HS72_11490	-128	CG31549
FBgn0051624	Bcc	cluster3092	clusterTSS_bam_2498	Hcc	cluster3093	clusterTSS_HS72_3480	-209	CG31624
FBgn0051635	Bcc	cluster2076	clusterTSS_bam_1692	Hcc	cluster2073	clusterTSS_HS72_2338	1294	CG31635
FBgn0051678	Bcc	cluster3047	clusterTSS_bam_2469	Hcc	cluster3046	clusterTSS_HS72_3429	82	CG31678
FBgn0051694	Bcc	cluster1799	clusterTSS_bam_1458	Hcc	cluster1796	clusterTSS_HS72_2026	683	CG31694
FBgn0051716	Bcc	cluster841	clusterTSS_bam_734	Hcc	cluster842	clusterTSS_HS72_964	1180	Cnot4
FBgn0051717	Bcc	cluster814	clusterTSS_bam_708	Hcc	cluster815	clusterTSS_HS72_933	174	CG31717
